STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/6/2013,0,30,-12.5,-5.2,-21.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/7/2013,,20,-16.6,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/8/2013,0,20,-17.1,-12,-23.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/9/2013,0,30,-18.3,-12,-25
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/10/2013,0,20,-18.1,-14.6,-23
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/11/2013,0,20,-19.3,-14.2,-23.8
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/12/2013,,20,-14.3,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/13/2013,,20,-10.3,-5.1,-14.4
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/14/2013,,,-14,-12.2,-19.1
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/15/2013,0,,-19.8,-18.4,-21.9
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/16/2013,,10,-19.2,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/17/2013,0,10,-21.3,-15.5,-25.2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/18/2013,0,10,-21.9,-17.9,-26.2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/19/2013,0,10,-22.5,-21.3,-26.6
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/20/2013,,10,-23.9,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/21/2013,,10,-26.1,-23.6,-29.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/22/2013,0,10,-21.7,-16.6,-26.8
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/23/2013,0,10,-17.3,-13.1,-19.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/24/2013,,,-15.4,-13.4,-17
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/25/2013,,,-14.8,-12.1,-19.2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/26/2013,,,-17.6,-14.5,-22.6
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/27/2013,0,,-17.8,-13.2,-23.6
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/28/2013,0.3,,-12.9,-10.6,-17.4
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/29/2013,0,10,-17.3,-16.6,-20.5
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,4/30/2013,1.4,10,-9.1,-1.6,-16.8
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/1/2013,,10,-11.5,-8,-19.2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/2/2013,0,20,-18.8,-16.2,-21.6
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/3/2013,0,20,-19.1,-16.7,-23.8
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/4/2013,,20,-18.4,-12.2,-23.8
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/5/2013,0,20,-17.7,-15.2,-20.8
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/6/2013,,20,-17.4,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/7/2013,,20,-17.7,-15.2,-20.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/8/2013,,20,-17.3,-12.1,-21.6
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/9/2013,,20,-17.6,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/10/2013,0,20,-18.5,-17.2,-22.1
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/11/2013,0,20,-20.3,-18.4,-22.9
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/12/2013,0,20,-20.2,-17.8,-23
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/13/2013,,20,-18.7,-12.7,-23.8
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/14/2013,0,20,-16.4,-11.4,-21
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/15/2013,,,-15.4,-12.1,-20.5
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/16/2013,0,20,-15.2,-10.8,-19.5
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/17/2013,0,20,-11.8,-7.6,-17.9
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/18/2013,,20,-9.4,-6.5,-13.8
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/19/2013,0,20,-7.6,-1.7,-12.9
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/20/2013,0,20,-4.7,-0.7,-10.5
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/21/2013,0,20,-3.4,-2.7,-8.5
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/22/2013,,,-6,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/23/2013,,20,-5.6,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/24/2013,,,-4.2,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/25/2013,,10,-4.7,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/26/2013,,,-6.3,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/27/2013,,10,-6.7,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/28/2013,0,,-5.7,-3.6,-8.4
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/29/2013,0,,-6.5,-4.9,-9.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/30/2013,0,,-4.9,0.4,-9.3
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,5/31/2013,0,,-2.2,-1.2,-3.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/1/2013,,,-2.4,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/2/2013,2,30,-2.6,-1.2,-5.1
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/3/2013,,10,-3.4,-2.5,-4.8
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/4/2013,,,-1.1,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/5/2013,1.1,,1.8,3.6,0.5
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/6/2013,0.3,,2.8,5.6,1.2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/7/2013,0,,3.4,6.5,1.1
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/8/2013,,,2,3.9,0.2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/9/2013,,,1.1,3,-0.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/10/2013,,,1.6,3.1,0.3
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/11/2013,,,0.8,2.2,-1
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/12/2013,,,0.4,3.7,-1.2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/13/2013,0,,2.5,5.2,0
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/14/2013,,,3.4,7.2,0.9
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/15/2013,0,,4.8,8.2,2.5
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/16/2013,0.8,,4.8,6.8,1.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/17/2013,,,2.2,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/18/2013,,,-0.2,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/19/2013,0.7,,-0.8,0.8,-2.1
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/20/2013,0,,0.9,5.4,-1.2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/21/2013,0,,1.7,5.8,-1.2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/22/2013,0,,2.5,6.1,0.3
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/23/2013,0,,2.4,5.4,0
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/24/2013,0,,2.7,8.1,-0.4
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/25/2013,3.2,,6.9,10.5,0.9
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/26/2013,0,,1.2,1.9,-0.1
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/27/2013,0,,1.2,4.8,-0.3
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/28/2013,,,4.2,7.1,1
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/29/2013,,,3.6,6,0.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,6/30/2013,,,2.9,5.4,1.5
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/1/2013,0.7,,2.6,4.6,0.4
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/2/2013,0,,1.8,5.1,0.2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/3/2013,,,3,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/4/2013,,,4.3,6.2,2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/5/2013,,,2.7,4.2,1.1
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/6/2013,,,2.3,4.5,0.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/7/2013,0,,1.8,3,-0.5
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/8/2013,,,2.5,5.3,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/9/2013,,,3.5,5,1.4
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/10/2013,,,2.1,3.3,1
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/11/2013,,,2.9,4.9,1
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/12/2013,10.1,,2.1,3,0.4
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/13/2013,,,2.2,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/14/2013,,,4.2,7.9,2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/15/2013,8.7,,2.7,4.8,1.3
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/16/2013,,,5.9,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/17/2013,0,,8.7,12.3,3.2
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/18/2013,0,,6.8,11.2,2.9
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/19/2013,,,8.1,16.5,1.6
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/20/2013,0,,3.6,5.6,1.4
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/21/2013,,,2.9,4.3,0.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/22/2013,,,2.8,4.6,0.9
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/23/2013,,,1.8,4.3,0.5
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/24/2013,,,5.6,14.9,1.4
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/25/2013,0,,8.4,11.5,4.6
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/26/2013,0,,6.8,8.9,3.4
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/27/2013,,,5.1,6.3,3
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/28/2013,0.4,,3.7,4.7,1.3
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/29/2013,,,2.7,,
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/30/2013,0,,5.6,10.7,1.7
CA002400404,"ARCTIC BAY CS, NU CA",73,-85.0167,10,7/31/2013,,,6.1,7.3,2.6
