band,dynamicRange,dataType,nodata value,min,max,mean,std,obj,instid,imgref,date,doy
2.0,0.010478095209691672,6.0,0.0,0.00013564614346250892,0.010613741353154182,0.002617178336199903,0.001092612416625723,13,50028,20120304_225853_r2_scwa__hx,2012-03-04,64
1.0,0.1473328624269925,6.0,0.0,0.0009609307744540275,0.14829379320144653,0.025311492693588112,0.016568985356920043,5,50041,20120325_224633_r2_scwa__hx,2012-03-25,85
2.0,0.02572914471966214,6.0,0.0,0.0003170643176417797,0.02604620903730392,0.003720411020652692,0.002140554338378801,5,50041,20120325_224633_r2_scwa__hx,2012-03-25,85
1.0,0.04170776542741805,6.0,0.0,0.0015099606243893504,0.0432177260518074,0.011412593288153671,0.004610449029118733,25,50058,20120526_223739_r2_scwa__hx,2012-05-26,147
2.0,0.00628147550742142,6.0,0.0,0.00026662650634534657,0.0065481020137667665,0.002210087572241776,0.0008344701626187193,25,50058,20120526_223739_r2_scwa__hx,2012-05-26,147
1.0,0.10336612584069373,6.0,0.0,0.0010564434342086317,0.10442256927490234,0.020551188065525805,0.01223858508927425,3,50002,20120318_225043_r2_scwa__hx,2012-03-18,78
2.0,0.019921079830965027,6.0,0.0,0.0003401240392122418,0.02026120387017727,0.0035593228744277452,0.0017360263128840094,3,50002,20120318_225043_r2_scwa__hx,2012-03-18,78
1.0,0.18051695416215807,6.0,0.0,0.0014957379316911101,0.18201269209384924,0.020595422459991214,0.013439866973843,1,50069,20120414_230305_r2_scwa__hx,2012-04-14,105
2.0,0.03598323673941196,6.0,0.0,0.00040593533776700497,0.036389172077178955,0.003291289661404732,0.0020212553747088525,1,50069,20120414_230305_r2_scwa__hx,2012-04-14,105
1.0,0.33978209458291525,6.0,0.0,0.007014894858002664,0.346796989440918,0.07699524123239179,0.03263907816931819,13,50050,20120623_222028_r2_scwa__hx,2012-06-23,175
2.0,0.021327673166524615,6.0,0.0,0.0003943269257433712,0.021722000092267994,0.004294083103039423,0.0022144711273777125,13,50050,20120623_222028_r2_scwa__hx,2012-06-23,175
1.0,0.027443297381978482,6.0,0.0,0.0002661755424924195,0.027709472924470898,0.0044573847589041695,0.002785502789708432,25,50033,20120723_224613_r2_scwa__hh,2012-07-23,205
1.0,0.06277394003700465,6.0,0.0,0.0019289954798296094,0.06470293551683425,0.014663362929891195,0.007783986999662086,13,50026,20120401_224209_r2_scwa__hx,2012-04-01,92
2.0,0.008839417831040919,6.0,0.0,0.0003273816546425224,0.009166799485683441,0.002724671547950736,0.0010440922213188607,13,50026,20120401_224209_r2_scwa__hx,2012-04-01,92
1.0,0.1472541349940002,6.0,0.0,0.004133660811930896,0.15138779580593106,0.0435823587557935,0.01821094320231158,11,50013,20120703_222947_r2_scwa__hh,2012-07-03,185
1.0,0.11636561900377272,6.0,0.0,0.0035144686698913574,0.11988008767366408,0.02574085923669859,0.012480096300083449,11,50014,20120408_223736_r2_scwa__hx,2012-04-08,99
2.0,0.009773829428013414,6.0,0.0,0.0002627610811032355,0.010036590509116648,0.002330918751574616,0.0010194091372376644,11,50014,20120408_223736_r2_scwa__hx,2012-04-08,99
1.0,0.06374442606465892,6.0,0.0,0.0007656958769075571,0.06451012194156648,0.011569224801629863,0.007403791676685025,,7,20120722_231534_r2_scwa__hh,2012-07-22,204
1.0,0.039827496599173166,6.0,0.0,0.0004055790195707232,0.0402330756187439,0.009034466519755164,0.004631841425198775,25,50052,20120716_225023_r2_scwa__hh,2012-07-16,198
1.0,0.09834971942473204,6.0,0.0,0.0005426191492006184,0.09889233857393265,0.013900112691069002,0.006415691753316985,5,50018,20120709_225502_r2_scwa__hh,2012-07-09,191
1.0,0.0588752767071128,6.0,0.0,0.0023603858426213264,0.061235662549734116,0.017798063514746637,0.007584748605535395,17,50038,20120325_224633_r2_scwa__hx,2012-03-25,85
2.0,0.007289733533980323,6.0,0.0,0.0002319055784028024,0.007521639112383126,0.002378450464378307,0.0009090300956169437,17,50038,20120325_224633_r2_scwa__hx,2012-03-25,85
1.0,0.1660039699927438,6.0,0.0,0.00048454335774295027,0.16648851335048676,0.0387108122895422,0.021712935318201183,13,50047,20120724_221625_r2_scwa__hh,2012-07-24,206
1.0,0.2331351930042729,6.0,0.0,0.0013775682309642436,0.2345127612352371,0.023413097623944442,0.015167614898349625,1,50062,20120526_223739_r2_scwa__hx,2012-05-26,147
2.0,0.054381243244279176,6.0,0.0,0.00029927556170150643,0.05468051880598068,0.0027274982553583036,0.0020426750492517007,1,50062,20120526_223739_r2_scwa__hx,2012-05-26,147
1.0,0.039573444548295804,6.0,0.0,0.00048685955698601907,0.04006030410528183,0.009723146389039808,0.004428926626638606,3,50006,20120719_230257_r2_scwa__hh,2012-07-19,201
1.0,0.11494719760958105,6.0,0.0,0.0006744511192664504,0.11562164872884753,0.017191638371373733,0.012607858002834815,7,50068,20120414_230305_r2_scwa__hx,2012-04-14,105
2.0,0.023094386764569208,6.0,0.0,0.00043706319411285216,0.02353144995868206,0.003294586189823687,0.001811478819432189,7,50068,20120414_230305_r2_scwa__hx,2012-04-14,105
1.0,0.06099429173627869,6.0,0.0,0.0007312688394449651,0.061725560575723634,0.017512123223271368,0.008034421070260141,21,50018,20120709_225502_r2_scwa__hh,2012-07-09,191
1.0,0.026737760344985873,6.0,0.0,0.0008056521764956414,0.027543412521481517,0.007458923308679281,0.003265406585744077,25,50048,20120708_232358_r2_scwa__hx,2012-07-08,190
2.0,0.007680129958316683,6.0,0.0,0.00032339361496269703,0.008003523573279379,0.002304272200523203,0.0009017622812730165,25,50048,20120708_232358_r2_scwa__hx,2012-07-08,190
1.0,0.3094414155930281,6.0,0.0,0.006523402407765389,0.31596481800079346,0.07152156254759298,0.03188995036401159,11,50046,20120609_222914_r2_scwa__hx,2012-06-09,161
2.0,0.023119281919207424,6.0,0.0,0.0006515905843116343,0.023770872503519058,0.005529526590002147,0.0024324532006826404,11,50046,20120609_222914_r2_scwa__hx,2012-06-09,161
1.0,0.05021037079859526,6.0,0.0,0.0008505888981744647,0.05106095969676972,0.009996554493843065,0.004970218718532006,5,50006,20120719_230257_r2_scwa__hh,2012-07-19,201
1.0,0.039772373740561306,6.0,0.0,0.001393611426465213,0.04116598516702653,0.011167542482100543,0.004746214877515317,21,50068,20120414_230305_r2_scwa__hx,2012-04-14,105
2.0,0.0073470475035719565,6.0,0.0,0.0003832730581052601,0.0077303205616772175,0.002509055431538991,0.0009357239299797045,21,50068,20120414_230305_r2_scwa__hx,2012-04-14,105
1.0,0.06649060477502644,6.0,0.0,0.0009789771866053343,0.06746958196163176,0.010986427362779475,0.00537967153581986,21,50004,20120719_230257_r2_scwa__hh,2012-07-19,201
1.0,0.058508204645477235,6.0,0.0,0.001476833247579634,0.059985037893056876,0.014788321620460263,0.006441425564951429,17,50056,20120519_224122_r2_scwa__hx,2012-05-19,140
2.0,0.0049137996829813355,6.0,0.0,0.0001869017869466916,0.005100701469928026,0.001671981958447152,0.0006377122917477551,17,50056,20120519_224122_r2_scwa__hx,2012-05-19,140
1.0,0.07080949912779033,6.0,0.0,0.0020651884842664003,0.07287468761205672,0.016012540122775934,0.007107200787841166,25,50016,20120713_223754_r2_scwa__hh,2012-07-13,195
1.0,0.2241664007306099,6.0,0.0,0.007305391132831572,0.23147179186344144,0.05689393281508787,0.02604425833999065,17,50046,20120609_222914_r2_scwa__hx,2012-06-09,161
2.0,0.029184225364588194,6.0,0.0,0.0008259644964709878,0.03001018986105919,0.006387155053754698,0.0028418982987837575,17,50046,20120609_222914_r2_scwa__hx,2012-06-09,161
1.0,0.12016393360681832,6.0,0.0,0.0014656621497124431,0.12162959575653072,0.017012166542997736,0.013118282559671849,9,50002,20120318_225043_r2_scwa__hx,2012-03-18,78
2.0,0.023525907687144357,6.0,0.0,0.00022252366761676967,0.023748431354761124,0.002091338404319872,0.0015123123283516291,9,50002,20120318_225043_r2_scwa__hx,2012-03-18,78
1.0,0.14740710891783235,6.0,0.0,0.001011868938803673,0.14841897785663602,0.019666459159368172,0.012440574642898217,1,50063,20120331_231122_r2_scwa__hx,2012-03-31,91
2.0,0.02768663235474378,6.0,0.0,0.00045327551197260613,0.028139907866716385,0.0032851544306158878,0.0019469032476184442,1,50063,20120331_231122_r2_scwa__hx,2012-03-31,91
1.0,0.13286185450851917,6.0,0.0,0.006023554131388664,0.13888540863990784,0.03892050263476544,0.016539515749916293,21,50009,20120730_224202_r2_scwa__hx,2012-07-30,212
2.0,0.005761680338764563,6.0,0.0,0.00029243281460367143,0.006054113153368235,0.0020224873819802295,0.0007512047132383466,21,50009,20120730_224202_r2_scwa__hx,2012-07-30,212
1.0,0.05951071681920439,6.0,0.0,0.001510599977336824,0.061021316796541214,0.01557506120626729,0.006943254751854113,21,50002,20120318_225043_r2_scwa__hx,2012-03-18,78
2.0,0.005093808955280109,6.0,0.0,0.00029075358179397886,0.005384562537074089,0.0017136903057417276,0.0006874506512796729,21,50002,20120318_225043_r2_scwa__hx,2012-03-18,78
1.0,0.06120223226025701,6.0,0.0,0.0010078470222651958,0.0622100792825222,0.014079335452616288,0.005914128105535464,9,50019,20120709_225502_r2_scwa__hh,2012-07-09,191
1.0,0.0549843275512103,6.0,0.0,0.0002578495477791876,0.05524217709898949,0.005788510788311794,0.004999584441134186,17,50058,20120712_230701_r2_scwa__hh,2012-07-12,194
1.0,0.07961243833415209,6.0,0.0,0.0015590966213494541,0.08117153495550156,0.01784995040774701,0.009809520069726987,13,50012,20120415_223318_r2_scwa__hx,2012-04-15,106
2.0,0.007056141796056181,6.0,0.0,0.0002322373329661786,0.007288379129022359,0.002119200288791626,0.0008386611665795688,13,50012,20120415_223318_r2_scwa__hx,2012-04-15,106
1.0,0.16124638309702274,6.0,0.0,0.0021458030678331848,0.16339218616485598,0.021636063693041677,0.011241207868618687,11,50038,20120325_224633_r2_scwa__hx,2012-03-25,85
2.0,0.014841931872069837,6.0,0.0,0.0003503179177641868,0.015192249789834023,0.002616385851746641,0.0012955834365003182,11,50038,20120325_224633_r2_scwa__hx,2012-03-25,85
1.0,0.07688883313676341,6.0,0.0,0.000759255199227482,0.0776480883359909,0.016134530173943708,0.008567208473466417,13,50044,20120729_231120_r2_scwa__hh,2012-07-29,211
1.0,0.11187026265542954,6.0,0.0,0.001392338541336358,0.1132626011967659,0.010746605631618462,0.008306306610616083,9,50037,20120324_231553_r2_scwa__hx,2012-03-24,84
2.0,0.01487232293584384,6.0,0.0,0.00018058516434393823,0.015052908100187778,0.0023051025989509603,0.0012634899617657046,9,50037,20120324_231553_r2_scwa__hx,2012-03-24,84
1.0,0.04264742159284651,6.0,0.0,0.0005110946949571371,0.04315851628780365,0.008400022777026851,0.0038435594064044486,25,50057,20120712_230701_r2_scwa__hh,2012-07-12,194
1.0,0.1595103071304038,6.0,0.0,0.0011758430628106,0.1606861501932144,0.019054220100705295,0.01216026777172482,9,50027,20120401_224209_r2_scwa__hx,2012-04-01,92
2.0,0.012209159045596607,6.0,0.0,0.00021660076163243502,0.01242575980722904,0.00210633215163713,0.0011185249988543687,9,50027,20120401_224209_r2_scwa__hx,2012-04-01,92
1.0,0.06270169622439425,6.0,0.0,0.00017703168850857764,0.06287872791290283,0.013936897583898022,0.007814829593483336,3,50018,20120709_225502_r2_scwa__hh,2012-07-09,191
1.0,0.3303793962113559,6.0,0.0,0.0058889989741146564,0.3362683951854706,0.06238245505611404,0.030133528577882932,11,50010,20120623_222143_r2_scwa__hx,2012-06-23,175
2.0,0.0290898714447394,6.0,0.0,0.0003749489551410079,0.029464820399880406,0.004690676316380243,0.0024545823951071986,11,50010,20120623_222143_r2_scwa__hx,2012-06-23,175
1.0,0.04905848822090774,6.0,0.0,0.0012935748090967536,0.05035206303000449,0.01193372408111485,0.005576607749763131,21,50064,20120428_225406_r2_scwa__hx,2012-04-28,119
2.0,0.007728675671387462,6.0,0.0,0.00032765482319518924,0.008056330494582653,0.002428857045352684,0.0009389687978148519,21,50064,20120428_225406_r2_scwa__hx,2012-04-28,119
1.0,0.16973749175667763,6.0,0.0,0.0017929933965206148,0.17153048515319824,0.034325291239428325,0.01705891088548037,5,50049,20120609_222914_r2_scwa__hx,2012-06-09,161
2.0,0.009961242321878672,6.0,0.0,0.0004479954950511456,0.010409237816929815,0.0034377858605122475,0.001432895651092819,5,50049,20120609_222914_r2_scwa__hx,2012-06-09,161
1.0,0.042627253104001284,6.0,0.0,0.0007688472978770733,0.043396100401878364,0.008044566431530542,0.004192596297136285,13,50029,20120205_231539_r2_scwa__hx,2012-02-05,36
2.0,0.007199278799816966,6.0,0.0,0.00023893103934824464,0.007438209839165209,0.001993032383204502,0.0007981650501482887,13,50029,20120205_231539_r2_scwa__hx,2012-02-05,36
1.0,0.08983378438279033,6.0,0.0,0.0010149073787033556,0.09084869176149368,0.01889758980264215,0.011150506321559613,1,50034,20120727_222932_r2_scwa__hh,2012-07-27,209
1.0,0.07421514089219271,6.0,0.0,0.002595762955024839,0.07681090384721756,0.020267936548031776,0.00841846131300576,21,50025,20120602_223323_r2_scwa__hx,2012-06-02,154
2.0,0.008685409557074307,6.0,0.0,0.0004156739450991154,0.009101083502173426,0.0027305714130589943,0.0010574023342469624,21,50025,20120602_223323_r2_scwa__hx,2012-06-02,154
1.0,0.07040594960562885,6.0,0.0,0.0010267451871186497,0.0714326947927475,0.013311608895119332,0.007835714856860786,9,50010,20120730_224202_r2_scwa__hx,2012-07-30,212
2.0,0.005979303896310739,6.0,0.0,0.00021781430405098942,0.006197118200361729,0.0019113944852059044,0.0008149755935768255,9,50010,20120730_224202_r2_scwa__hx,2012-07-30,212
1.0,0.0248995169531554,6.0,0.0,0.0009124402422457933,0.02581195719540119,0.007151200117285825,0.0030307669914037445,17,50051,20120708_232358_r2_scwa__hx,2012-07-08,190
2.0,0.005835386080434546,6.0,0.0,0.00020965319708921013,0.006045039277523755,0.0019107225892473555,0.0007375117054033594,17,50051,20120708_232358_r2_scwa__hx,2012-07-08,190
1.0,0.01380066206911579,6.0,0.0,0.0005192141397856176,0.014319876208901404,0.004221198189498624,0.0016922825937137885,25,50053,20120303_232807_r2_scwa__hx,2012-03-03,63
2.0,0.0053404167338158,6.0,0.0,9.954412962542845e-05,0.005439960863441229,0.0016920786941146074,0.0006373139699723037,25,50053,20120303_232807_r2_scwa__hx,2012-03-03,63
1.0,0.17559355671983212,6.0,0.0,0.0013204646529629829,0.1769140213727951,0.020338718293963207,0.013846072868018847,7,50061,20120526_223739_r2_scwa__hx,2012-05-26,147
2.0,0.01740662104566582,6.0,0.0,0.0003368174366187304,0.017743438482284542,0.003184610372295084,0.0014578779462665933,7,50061,20120526_223739_r2_scwa__hx,2012-05-26,147
1.0,0.06187916250200942,6.0,0.0,0.0009626030805520713,0.06284176558256149,0.011447820492689689,0.00661952711554021,13,50048,20120311_225459_r2_scwa__hx,2012-03-11,71
2.0,0.010593227969366126,6.0,0.0,0.0002095057425322011,0.010802733711898327,0.0019002151074858223,0.0008619935717177376,13,50048,20120311_225459_r2_scwa__hx,2012-03-11,71
1.0,0.5151622218545527,6.0,0.0,0.0037443714682012796,0.5189065933227539,0.0479246000341839,0.027643239024052395,1,50055,20120520_221314_r2_scwa__hx,2012-05-20,141
2.0,0.07117600494530052,6.0,0.0,0.0004119226941838861,0.0715879276394844,0.0032719673700805432,0.0026206434073520785,1,50055,20120520_221314_r2_scwa__hx,2012-05-20,141
1.0,0.08891127843526193,6.0,0.0,0.00043072711559943855,0.08934200555086133,0.007373332692025456,0.005109421251457734,,4,20120722_231534_r2_scwa__hh,2012-07-22,204
1.0,0.2436114861629904,6.0,0.0,0.00420984486117959,0.2478213310241699,0.05221200040808353,0.026722417747475045,3,50049,20120609_222914_r2_scwa__hx,2012-06-09,161
2.0,0.01769952056929469,6.0,0.0,0.0005454611964523792,0.01824498176574707,0.0039683215782280795,0.001701075217249777,3,50049,20120609_222914_r2_scwa__hx,2012-06-09,161
1.0,0.15423524804646147,6.0,0.0,0.0007893698639236391,0.15502461791038513,0.015664869920560532,0.011717373050465505,9,50066,20120226_230304_r2_scwa__hx,2012-02-26,57
2.0,0.019449005252681673,6.0,0.0,0.0003079340094700456,0.019756939262151718,0.0028843181245550393,0.0015886207194521539,9,50066,20120226_230304_r2_scwa__hx,2012-02-26,57
1.0,0.028923594363732263,6.0,0.0,0.0002441713877487928,0.029167765751481056,0.0039150570308172225,0.002799127195023716,7,50046,20120729_231120_r2_scwa__hh,2012-07-29,211
1.0,0.17870293045416472,6.0,0.0,0.005770196672528983,0.1844731271266937,0.05175884607573303,0.022756361768464677,13,50006,20120616_222441_r2_scwa__hx,2012-06-16,168
2.0,0.012387598224449901,6.0,0.0,0.00033001013798639173,0.012717608362436295,0.003284932659393987,0.0014855439470189268,13,50006,20120616_222441_r2_scwa__hx,2012-06-16,168
1.0,0.04116311471443623,6.0,0.0,0.0010417272569611669,0.0422048419713974,0.007893507299419707,0.0038473436886241256,21,50005,20120310_232349_r2_scwa__hx,2012-03-10,70
2.0,0.008678077094373291,6.0,0.0,0.00013919609773438427,0.008817273192107676,0.0017008747767625523,0.0006905785218544992,21,50005,20120310_232349_r2_scwa__hx,2012-03-10,70
1.0,0.1853552078828216,6.0,0.0,0.004284762777388096,0.18963997066020963,0.042728432895795046,0.01949014735574523,13,50004,20120630_221627_r2_scwa__hx,2012-06-30,182
2.0,0.01341174155822955,6.0,0.0,0.00047088987776078273,0.013882631435990334,0.003375543293789148,0.0014909190831262531,13,50004,20120630_221627_r2_scwa__hx,2012-06-30,182
1.0,0.16962942015379667,6.0,0.0,0.0047310637310147285,0.1743604838848114,0.0380345509491084,0.01740258148872686,5,50058,20120720_223340_r2_scwa__hh,2012-07-20,202
1.0,0.09908632093720371,6.0,0.0,4.714077658718452e-05,0.09913346171379088,0.015113352942910337,0.010010045926494435,21,50053,20120720_223340_r2_scwa__hh,2012-07-20,202
1.0,0.35480216238647694,6.0,0.0,0.0061044981703162185,0.3609066605567932,0.07829474836923166,0.03766608136341972,5,50010,20120623_222143_r2_scwa__hx,2012-06-23,175
2.0,0.015480249654501678,6.0,0.0,0.00045571336522698397,0.01593596301972866,0.003141663603973567,0.0013982632494391317,5,50010,20120623_222143_r2_scwa__hx,2012-06-23,175
1.0,0.2592858877032995,6.0,0.0,0.005830297246575356,0.2651161849498749,0.06235052047361639,0.02852097426530472,7,50049,20120724_221625_r2_scwa__hh,2012-07-24,206
1.0,0.22607408743351695,6.0,0.0,0.0015798481181263924,0.22765393555164334,0.044529611791181416,0.028664288812812768,7,50054,20120520_221314_r2_scwa__hx,2012-05-20,141
2.0,0.02079261900507845,6.0,0.0,0.0003027891216333956,0.021095408126711845,0.0026926549861876897,0.0016052570634569456,7,50054,20120520_221314_r2_scwa__hx,2012-05-20,141
1.0,0.1145632840871258,6.0,0.0,1.8069875295623202e-05,0.1145813539624214,0.009291575260351988,0.008036125213382685,9,50057,20120716_225023_r2_scwa__hh,2012-07-16,198
1.0,0.13222315907478333,6.0,0.0,0.003589674830436706,0.13581283390522006,0.03402614487409409,0.014585369539582331,5,50013,20120703_222947_r2_scwa__hh,2012-07-03,185
1.0,0.059321122767869376,6.0,0.0,0.00020026549464091653,0.0595213882625103,0.005866535050486725,0.003743240090271073,25,50020,20120715_231947_r2_scwa__hh,2012-07-15,197
1.0,0.05825665223528631,6.0,0.0,0.0003894939727615565,0.05864614620804786,0.002588410047621864,0.0016836513428135865,1,50047,20120729_231120_r2_scwa__hh,2012-07-29,211
1.0,0.16960586988716386,6.0,0.0,0.00025395667762495583,0.1698598265647888,0.022089292018940467,0.013921353988317389,13,50046,20120717_222109_r2_scwa__hh,2012-07-17,199
1.0,0.12821355456253514,6.0,0.0,0.0009472370729781687,0.1291607916355133,0.0179263430727099,0.01133962962355812,5,50068,20120428_225406_r2_scwa__hx,2012-04-28,119
2.0,0.028004950378090143,6.0,0.0,0.00037156185135245323,0.0283765122294426,0.0030147253695093196,0.00147637643668372,5,50068,20120428_225406_r2_scwa__hx,2012-04-28,119
1.0,0.1109507456421852,6.0,0.0,0.0031001493334770203,0.11405089497566225,0.02678025306687376,0.013822535049505893,3,50042,20120422_222913_r2_scwa__hx,2012-04-22,113
2.0,0.015704669101978652,6.0,0.0,0.00021394896612036973,0.015918618068099022,0.0026506701828519236,0.001247457699951094,3,50042,20120422_222913_r2_scwa__hx,2012-04-22,113
1.0,0.11266135959886014,6.0,0.0,0.0011815598700195553,0.1138429194688797,0.020446512552042845,0.009291384813694535,21,50013,20120408_223736_r2_scwa__hx,2012-04-08,99
2.0,0.008056549995671956,6.0,0.0,0.00024439982371404767,0.008300949819386005,0.0023417003230923974,0.0008914856721711432,21,50013,20120408_223736_r2_scwa__hx,2012-04-08,99
1.0,0.015836532635148615,6.0,0.0,0.0007071500294841825,0.016543682664632797,0.0047738110850278105,0.0018705454471172253,25,50043,20120729_231120_r2_scwa__hh,2012-07-29,211
1.0,0.27532934909686446,6.0,0.0,0.006965818349272013,0.2822951674461365,0.07156377286398777,0.03291412800666574,11,50040,20120309_221322_r2_scwa__hx,2012-03-09,69
2.0,0.022450788703281436,6.0,0.0,0.0005334813031367958,0.022984270006418228,0.0038649163757858446,0.0018769023732237457,11,50040,20120309_221322_r2_scwa__hx,2012-03-09,69
1.0,0.08378886579885148,6.0,0.0,0.00020453185425139964,0.08399339765310286,0.012463040794502769,0.008396909069452785,13,50034,20120723_224613_r2_scwa__hh,2012-07-23,205
1.0,0.7474117849487811,6.0,0.0,0.002755525289103389,0.7501673102378844,0.07495709155977248,0.05333729558118777,7,50041,20120309_221322_r2_scwa__hx,2012-03-09,69
2.0,0.0899033043970121,6.0,0.0,0.00017604786262381822,0.09007935225963591,0.007987350909630195,0.008162598875876352,7,50041,20120309_221322_r2_scwa__hx,2012-03-09,69
1.0,0.03399377525784075,6.0,0.0,0.00143426819704473,0.03542804345488548,0.009415936219519123,0.004039108583626356,21,50061,20120331_231122_r2_scwa__hx,2012-03-31,91
2.0,0.00788603667751886,6.0,0.0,0.00024011134519241753,0.008126148022711277,0.0023637941586201645,0.0009038758708245741,21,50061,20120331_231122_r2_scwa__hx,2012-03-31,91
1.0,0.4714479788672178,6.0,0.0,0.003465737449005246,0.4749137163162233,0.05953391368155585,0.03131512692533895,25,50031,20120727_222932_r2_scwa__hh,2012-07-27,209
1.0,0.12506801588460803,6.0,0.0,0.003840245772153139,0.12890826165676117,0.03290533228672265,0.014503612688866156,3,50013,20120703_222947_r2_scwa__hh,2012-07-03,185
