band,dynamicRange,dataType,nodata value,min,max,mean,std,obj,instid,imgref,date,doy
1.0,0.02846077970752959,6.0,0.0,0.00021433316578622907,0.028675112873315808,0.003357732986618388,0.003140015636607304,,11,20120722_231534_r2_scwa__hh,2012-07-22,204
1.0,0.1989827700890601,6.0,0.0,0.002034952398389578,0.20101772248744962,0.0299102811608329,0.018421662488966477,5,50042,20120422_222913_r2_scwa__hx,2012-04-22,113
2.0,0.030975680536357682,6.0,0.0,0.00044517245260067273,0.031420852988958366,0.0028651565004671935,0.0015821604777437152,5,50042,20120422_222913_r2_scwa__hx,2012-04-22,113
1.0,0.08468061743769793,6.0,0.0,0.0014507019659504294,0.08613131940364836,0.01591858338319237,0.009221621610830521,3,50068,20120428_225406_r2_scwa__hx,2012-04-28,119
2.0,0.017505024356069043,6.0,0.0,0.00023092070478014648,0.017735945060849186,0.002705216624493661,0.0012651527111505623,3,50068,20120428_225406_r2_scwa__hx,2012-04-28,119
1.0,0.0432447589118965,6.0,0.0,0.0008278840105049311,0.04407264292240143,0.008703564152457285,0.0048930354811408125,13,50043,20120512_224624_r2_scwa__hx,2012-05-12,133
2.0,0.0042737403709907085,6.0,0.0,0.0002043402928393334,0.004478080663830041,0.0015042159889727385,0.0005782275251834865,13,50043,20120512_224624_r2_scwa__hx,2012-05-12,133
1.0,0.2172286403365433,6.0,0.0,0.005061637144535779,0.2222902774810791,0.0599434739748483,0.027635478153761342,9,50011,20120623_222143_r2_scwa__hx,2012-06-23,175
2.0,0.015630271809641272,6.0,0.0,0.0004970947629772127,0.016127366572618484,0.0037609946190845195,0.0016792987892116642,9,50011,20120623_222143_r2_scwa__hx,2012-06-23,175
1.0,0.4602304678410292,6.0,0.0,0.012588294222950934,0.4728187620639802,0.13435479015257304,0.05830186403748969,21,50049,20120623_222028_r2_scwa__hx,2012-06-23,175
2.0,0.012301361595746128,6.0,0.0,0.000500656256917864,0.012802017852663992,0.0031850380008791386,0.0014459727973645394,21,50049,20120623_222028_r2_scwa__hx,2012-06-23,175
1.0,0.10823188116773964,6.0,0.0,0.003582595381885767,0.11181447654962541,0.033626660868582424,0.0140811686544783,3,50058,20120720_223340_r2_scwa__hh,2012-07-20,202
1.0,0.2585283787921071,6.0,0.0,0.005429836921393871,0.263958215713501,0.06013242751243529,0.02792358354716318,3,50010,20120623_222143_r2_scwa__hx,2012-06-23,175
2.0,0.013520032895030452,6.0,0.0,0.0004417069430928677,0.01396173983812332,0.003157745838724074,0.0013577581212472888,3,50010,20120623_222143_r2_scwa__hx,2012-06-23,175
1.0,0.1784108818974346,6.0,0.0,0.003773516276851296,0.1821843981742859,0.035975669546670315,0.017422396867073458,9,50007,20120616_222441_r2_scwa__hx,2012-06-16,168
2.0,0.01002735775546171,6.0,0.0,0.00041038691415451467,0.010437744669616224,0.0032890721182528473,0.0013379859181144652,9,50007,20120616_222441_r2_scwa__hx,2012-06-16,168
1.0,0.17203745967708528,6.0,0.0,0.0007252620998769999,0.17276272177696228,0.015649741421104514,0.011402598061199943,7,50035,20120723_224613_r2_scwa__hh,2012-07-23,205
1.0,0.06601423112442716,6.0,0.0,0.0003718725056387484,0.06638610363006593,0.007608812851392292,0.006565190690905913,7,50009,20120730_224202_r2_scwa__hx,2012-07-30,212
2.0,0.00628795989905484,6.0,0.0,0.0001446669630240649,0.006432626862078905,0.0015157653821585469,0.0007067900924986949,7,50009,20120730_224202_r2_scwa__hx,2012-07-30,212
1.0,0.05034090363187715,6.0,0.0,0.0004575311322696507,0.0507984347641468,0.009813076153447705,0.00475693493112697,11,50005,20120719_230257_r2_scwa__hh,2012-07-19,201
1.0,0.03439137386158109,6.0,0.0,0.001065711956471205,0.035457085818052285,0.009194665698645606,0.003970739632322881,17,50033,20120726_225846_r2_scwa__hh,2012-07-26,208
1.0,0.09575879946351053,6.0,0.0,0.0006959252059459686,0.09645472466945648,0.012320616775150608,0.007670455202937295,9,50067,20120414_230305_r2_scwa__hx,2012-04-14,105
2.0,0.011493404046632348,6.0,0.0,0.0003710318123921752,0.011864435859024525,0.0026418555410844397,0.0011390892760076482,9,50067,20120414_230305_r2_scwa__hx,2012-04-14,105
1.0,0.10706566413864492,6.0,0.0,0.0024611712433397766,0.10952683538198472,0.02662550247114456,0.012575609356328184,17,50039,20120422_222913_r2_scwa__hx,2012-04-22,113
2.0,0.006912273936904968,6.0,0.0,0.00031649216543883085,0.007228766102343797,0.002214392047433163,0.0008545005922943278,17,50039,20120422_222913_r2_scwa__hx,2012-04-22,113
1.0,0.07570596446748824,6.0,0.0,0.0008872930193319916,0.07659325748682022,0.020270356384006767,0.01045275230142337,9,50034,20120726_225846_r2_scwa__hh,2012-07-26,208
1.0,0.12449922581436113,6.0,0.0,0.0007786510395817458,0.12527787685394287,0.014083835578549584,0.01066512519740022,,3,20120722_231534_r2_scwa__hh,2012-07-22,204
1.0,0.10659176629269496,6.0,0.0,0.0009585045627318323,0.10755027085542679,0.017779805467437564,0.010903069511805013,5,50047,20120512_224624_r2_scwa__hx,2012-05-12,133
2.0,0.01046685321489349,6.0,0.0,0.00031203211983665824,0.010778885334730148,0.0025854948109097606,0.001193557073121674,5,50047,20120512_224624_r2_scwa__hx,2012-05-12,133
1.0,0.1575095704756677,6.0,0.0,0.005245918873697519,0.16275548934936526,0.046091549937512806,0.019018234055639266,9,50014,20120703_222947_r2_scwa__hh,2012-07-03,185
1.0,0.04543129741796292,6.0,0.0,0.0002403071557637304,0.045671604573726654,0.008859335019608174,0.005007326559291382,13,50053,20120716_225023_r2_scwa__hh,2012-07-16,198
1.0,0.2346095917746425,6.0,0.0,0.004954335279762745,0.2395639270544052,0.0617520001217699,0.028928396036105686,13,50032,20120727_222932_r2_scwa__hh,2012-07-27,209
1.0,0.20901202096138147,6.0,0.0,0.0015846894821152093,0.2105967104434967,0.04238694907386235,0.025912674966699162,7,50033,20120727_222932_r2_scwa__hh,2012-07-27,209
1.0,0.13413014396792272,6.0,0.0,0.0009205998503603039,0.13505074381828305,0.02123113027509156,0.01416175892297506,1,50038,20120324_231553_r2_scwa__hx,2012-03-24,84
2.0,0.03528690102393739,6.0,0.0,0.000354866060661152,0.035641767084598534,0.0036224340332834085,0.002372000546350227,1,50038,20120324_231553_r2_scwa__hx,2012-03-24,84
1.0,0.07216515322215854,6.0,0.0,0.001552455825731158,0.07371760904788971,0.015198426739872007,0.008426684242691706,3,50047,20120512_224624_r2_scwa__hx,2012-05-12,133
2.0,0.009435104657313786,6.0,0.0,0.00016974053869489583,0.00960484519600868,0.0021211418180783798,0.0009171561942368672,3,50047,20120512_224624_r2_scwa__hx,2012-05-12,133
1.0,0.03994610797963105,6.0,0.0,0.0002722192148212344,0.040218327194452286,0.007410945780386963,0.0044204413116711964,21,50059,20120712_230701_r2_scwa__hh,2012-07-12,194
1.0,0.0761940862284973,6.0,0.0,0.0013328109635040164,0.07752689719200134,0.012062283032479302,0.006343817532641302,11,50062,20120331_231122_r2_scwa__hx,2012-03-31,91
2.0,0.009100813418626784,6.0,0.0,0.0003068149089813233,0.009407628327608109,0.0018154846223888512,0.0007901805067297615,11,50062,20120331_231122_r2_scwa__hx,2012-03-31,91
1.0,0.0945044453255832,6.0,0.0,0.003118254709988833,0.09762270003557204,0.02987115779752748,0.013855955612328903,21,50012,20120703_222947_r2_scwa__hh,2012-07-03,185
1.0,0.13118997754645534,6.0,0.0,0.00043901262688450515,0.13162899017333984,0.020691748618966773,0.013010041366539113,11,50033,20120726_225846_r2_scwa__hh,2012-07-26,208
1.0,0.2440296836430207,6.0,0.0,0.001258852309547365,0.245288535952568,0.03245792228591094,0.027094785370186242,7,50050,20120311_225459_r2_scwa__hx,2012-03-11,71
2.0,0.05958216663566417,6.0,0.0,0.00024653199943713844,0.059828698635101325,0.006897985203087659,0.005953585140173386,7,50050,20120311_225459_r2_scwa__hx,2012-03-11,71
1.0,0.05618390860036016,6.0,0.0,0.0008959504775702953,0.05707985907793045,0.00943994820109278,0.005375623792562751,1,50009,20120730_224202_r2_scwa__hx,2012-07-30,212
2.0,0.008129862864734607,6.0,0.0,0.00026099590468220413,0.008390858769416809,0.0020667949354288644,0.0008869656697613349,1,50009,20120730_224202_r2_scwa__hx,2012-07-30,212
1.0,0.039248455374035984,6.0,0.0,0.0007410086109302939,0.03998946398496628,0.008334683234852275,0.00441975787252489,13,50063,20120414_230305_r2_scwa__hx,2012-04-14,105
2.0,0.006406520260497928,6.0,0.0,0.00033036316744983196,0.006736883427947761,0.0020558566348745193,0.0007870190543142941,13,50063,20120414_230305_r2_scwa__hx,2012-04-14,105
1.0,0.054468978836666786,6.0,0.0,0.0005045862053520977,0.05497356504201889,0.010083242522870685,0.005613095011942495,13,50058,20120526_223739_r2_scwa__hx,2012-05-26,147
2.0,0.0043367673351895055,6.0,0.0,0.00019330813665874305,0.0045300754718482494,0.0015957021628455097,0.0006017122662747513,13,50058,20120526_223739_r2_scwa__hx,2012-05-26,147
1.0,0.0872634216211736,6.0,0.0,0.0013611973263323311,0.08862461894750595,0.01291312230776655,0.005791923181920664,21,50057,20120519_224122_r2_scwa__hx,2012-05-19,140
2.0,0.005769204944954254,6.0,0.0,0.00020493181364145127,0.005974136758595705,0.002080832396989619,0.0007735189531985832,21,50057,20120519_224122_r2_scwa__hx,2012-05-19,140
1.0,0.10568553325720131,6.0,0.0,0.0022441286128014326,0.10792966187000273,0.021184209175958514,0.010016192216461136,13,50017,20120713_223754_r2_scwa__hh,2012-07-13,195
1.0,0.15226854779757562,6.0,0.0,0.003360342001542449,0.15562888979911804,0.03307548476097893,0.01611497550673614,11,50039,20120422_222913_r2_scwa__hx,2012-04-22,113
2.0,0.013640118530020118,6.0,0.0,0.0003710577730089426,0.014011176303029059,0.002736838283315356,0.0011643605950201938,11,50039,20120422_222913_r2_scwa__hx,2012-04-22,113
1.0,0.028347175917588174,6.0,0.0,0.0013086028629913928,0.029655778780579574,0.007676125721409702,0.0030739229182510375,25,50066,20120414_230305_r2_scwa__hx,2012-04-14,105
2.0,0.00815543535281904,6.0,0.0,0.0004012128047179431,0.008556648157536983,0.002620131593029944,0.0010288679054993599,25,50066,20120414_230305_r2_scwa__hx,2012-04-14,105
1.0,0.03749078954569995,6.0,0.0,0.0013351731467992067,0.038825962692499154,0.009271907038861032,0.0038432801955215756,9,50060,20120712_230701_r2_scwa__hh,2012-07-12,194
1.0,0.07250710751395673,6.0,0.0,0.001600569230504334,0.07410767674446106,0.018315554956069013,0.00935834243124942,11,50009,20120730_224202_r2_scwa__hx,2012-07-30,212
2.0,0.011479780310764909,6.0,0.0,0.0003080794122070074,0.011787859722971918,0.0025983905729113476,0.0011394140044330532,11,50009,20120730_224202_r2_scwa__hx,2012-07-30,212
1.0,0.10522807808592916,6.0,0.0,0.0013432982377707958,0.10657137632369997,0.019225463082075976,0.010315717031054212,11,50002,20120318_225043_r2_scwa__hx,2012-03-18,78
2.0,0.01885060346103273,6.0,0.0,0.00029796795570291584,0.019148571416735646,0.0022894083967819074,0.0011427013762207604,11,50002,20120318_225043_r2_scwa__hx,2012-03-18,78
1.0,0.09209471970098093,6.0,0.0,0.0001761239836923778,0.09227084368467331,0.010829075019350036,0.005685444021669421,1,50017,20120709_225502_r2_scwa__hh,2012-07-09,191
1.0,0.07351850921986623,6.0,0.0,0.00041710381628945464,0.0739356130361557,0.009476840608047732,0.005992682307162374,,2,20120722_231534_r2_scwa__hh,2012-07-22,204
1.0,0.0642354884184897,6.0,0.0,0.0022660545073449607,0.06650154292583466,0.016538380333207398,0.007430611251811266,21,50038,20120325_224633_r2_scwa__hx,2012-03-25,85
2.0,0.007033687608782201,6.0,0.0,0.00044749112566933036,0.007481178734451533,0.0026531460157376736,0.0010114766275221817,21,50038,20120325_224633_r2_scwa__hx,2012-03-25,85
1.0,0.2847673576325178,6.0,0.0,0.00801241584122181,0.2927797734737396,0.0752957757127277,0.033203455526953835,1,50056,20120707_221306_r2_scwa__hh,2012-07-07,189
1.0,0.056430183816701174,6.0,0.0,0.0018255705945193765,0.058255754411220564,0.016871125828716044,0.007263968937364411,25,50037,20120422_222913_r2_scwa__hx,2012-04-22,113
2.0,0.005294618444168009,6.0,0.0,0.0002419322117930278,0.005536550655961037,0.0019936318300996844,0.0007449175248320493,25,50037,20120422_222913_r2_scwa__hx,2012-04-22,113
1.0,0.1823284113779664,6.0,0.0,0.0011933362111449237,0.1835217475891113,0.02338569044691495,0.014851849893763534,9,50013,20120415_223318_r2_scwa__hx,2012-04-15,106
2.0,0.015106905746506529,6.0,0.0,0.0004023150249850005,0.015509220771491528,0.002645869824846845,0.0012343226552763004,9,50013,20120415_223318_r2_scwa__hx,2012-04-15,106
1.0,0.23284843366127456,6.0,0.0,0.0017247517826035619,0.23457318544387815,0.03173769796156912,0.021222117137107192,1,50051,20120311_225459_r2_scwa__hx,2012-03-11,71
2.0,0.08087568156770432,6.0,0.0,0.00029150969930924475,0.08116719126701355,0.0058091071814668875,0.0042032356352718885,1,50051,20120311_225459_r2_scwa__hx,2012-03-11,71
1.0,0.1450586139690131,6.0,0.0,0.001135739730671048,0.14619435369968412,0.026899659441734718,0.018665813773520005,7,50014,20120408_223736_r2_scwa__hx,2012-04-08,99
2.0,0.03133661084575578,6.0,0.0,0.00024485430913046,0.031581465154886246,0.003816502269658937,0.002155405387783061,7,50014,20120408_223736_r2_scwa__hx,2012-04-08,99
1.0,0.3146389778703451,6.0,0.0,0.008180731907486914,0.32281970977783203,0.09042768512527764,0.04203720271070858,3,50051,20120724_221625_r2_scwa__hh,2012-07-24,206
1.0,0.14410557236988095,6.0,0.0,0.001444142195396125,0.1455497145652771,0.02403643443302432,0.012980500907693562,3,50012,20120415_223318_r2_scwa__hx,2012-04-15,106
2.0,0.021881175809539855,6.0,0.0,0.00026498956140130764,0.02214616537094116,0.002650544562421276,0.0013540669485785518,3,50012,20120415_223318_r2_scwa__hx,2012-04-15,106
1.0,0.07543734798673539,6.0,0.0,0.0013796653365716336,0.07681701332330701,0.01719431295303154,0.007605018624047005,17,50018,20120709_225502_r2_scwa__hh,2012-07-09,191
1.0,0.02774239203426987,6.0,0.0,0.0007887067040428518,0.028531098738312718,0.007079866027889778,0.002966845333396409,25,50064,20120226_230304_r2_scwa__hx,2012-02-26,57
2.0,0.00920808600494638,6.0,0.0,0.0003992542042396963,0.009607340209186077,0.0024502564745021637,0.0009597216566119059,25,50064,20120226_230304_r2_scwa__hx,2012-02-26,57
1.0,0.09631138300755993,6.0,0.0,0.0007079615606926383,0.09701934456825256,0.012115234747036564,0.008470842638350157,17,50004,20120719_230257_r2_scwa__hh,2012-07-19,201
1.0,0.2222366391215473,6.0,0.0,0.0013741792645305395,0.2236108183860779,0.030559723068646162,0.01830657114866189,1,50014,20120408_223736_r2_scwa__hx,2012-04-08,99
2.0,0.05911230863421224,6.0,0.0,0.0003912578395102173,0.059503566473722465,0.0033963884552021045,0.0023719968317837442,1,50014,20120408_223736_r2_scwa__hx,2012-04-08,99
1.0,0.4331655655987561,6.0,0.0,0.007292523514479399,0.4404580891132355,0.07388225320634605,0.03525418220929764,5,50051,20120724_221625_r2_scwa__hh,2012-07-24,206
1.0,0.34782585303764796,6.0,0.0,0.0006284435512498021,0.34845429658889765,0.031462769046425074,0.01580984485327979,11,50048,20120724_221625_r2_scwa__hh,2012-07-24,206
1.0,0.04170192510355264,6.0,0.0,0.0018152137054130433,0.04351713880896568,0.012136337862050744,0.004903473864029723,11,50018,20120709_225502_r2_scwa__hh,2012-07-09,191
1.0,0.25094143889145926,6.0,0.0,0.0007220969418995082,0.2516635358333588,0.026587041493736672,0.01983758885619001,7,50039,20120325_224633_r2_scwa__hx,2012-03-25,85
2.0,0.03914765419904143,6.0,0.0,0.0002458154922351241,0.03939346969127655,0.004417742239381164,0.0029219297210499443,7,50039,20120325_224633_r2_scwa__hx,2012-03-25,85
1.0,0.14599359245039523,6.0,0.0,0.0014850476291030643,0.14747864007949826,0.026566640891929897,0.01651844643401112,5,50012,20120415_223318_r2_scwa__hx,2012-04-15,106
2.0,0.024659711460117247,6.0,0.0,0.0002751298598013818,0.024934841319918636,0.0026504641270539385,0.001539328731352665,5,50012,20120415_223318_r2_scwa__hx,2012-04-15,106
1.0,0.20666428143158558,6.0,0.0,0.005044726189225912,0.21170900762081146,0.046642005226989476,0.020257290172639688,21,50046,20120609_222914_r2_scwa__hx,2012-06-09,161
2.0,0.019457116024568677,6.0,0.0,0.000682453392073512,0.02013956941664219,0.005530651684028048,0.0023477538812006968,21,50046,20120609_222914_r2_scwa__hx,2012-06-09,161
1.0,0.13983779936097562,6.0,0.0,0.002162160584703088,0.14199995994567874,0.021026046468407292,0.010688673495267777,17,50009,20120730_224202_r2_scwa__hx,2012-07-30,212
2.0,0.013102929427986965,6.0,0.0,0.00018703812384046611,0.013289967551827429,0.001917273414261061,0.0010346695127852231,17,50009,20120730_224202_r2_scwa__hx,2012-07-30,212
1.0,0.054570065229199834,6.0,0.0,0.0014150651404634118,0.055985130369663245,0.016463177018509287,0.007222363173712908,17,50002,20120318_225043_r2_scwa__hx,2012-03-18,78
2.0,0.006887305877171457,6.0,0.0,0.00027045526076108217,0.007157761137932539,0.0018844664930552485,0.0007423360111650385,17,50002,20120318_225043_r2_scwa__hx,2012-03-18,78
1.0,0.024624336860142648,6.0,0.0,0.0004967633867636322,0.025121100246906274,0.007760441448293425,0.0032473815107501927,13,50057,20120712_230701_r2_scwa__hh,2012-07-12,194
1.0,0.0495966800081078,6.0,0.0,0.00030987555510364473,0.04990655556321145,0.008144520015453864,0.0048669634163731965,13,50022,20120715_231947_r2_scwa__hh,2012-07-15,197
1.0,0.4514041524380445,6.0,0.0,0.004935594275593758,0.4563397467136383,0.08662546600280188,0.04680496105861914,7,50055,20120707_221306_r2_scwa__hh,2012-07-07,189
1.0,0.040586837654700496,6.0,0.0,0.0003816922253463417,0.04096852988004685,0.009403801354741797,0.004097852634719616,5,50062,20120712_230701_r2_scwa__hh,2012-07-12,194
1.0,0.18166721449233592,6.0,0.0,0.0004043371882289648,0.18207155168056488,0.026469799724847032,0.017575563728444453,1,50068,20120226_230304_r2_scwa__hx,2012-02-26,57
2.0,0.02992344967788085,6.0,0.0,0.00040692702168598777,0.030330376699566845,0.004616527949776795,0.002919174903972916,1,50068,20120226_230304_r2_scwa__hx,2012-02-26,57
1.0,0.07976905751274897,6.0,0.0,0.0006860594148747623,0.08045511692762373,0.0195676018764848,0.009398574622778419,5,50065,20120616_222556_r2_scwa__hx,2012-06-16,168
2.0,0.009342635370558128,6.0,0.0,0.00038438630872406076,0.009727021679282188,0.0027960198620596167,0.0010876748576049448,5,50065,20120616_222556_r2_scwa__hx,2012-06-16,168
1.0,0.07928852085024117,6.0,0.0,0.0023802509531378746,0.08166877180337907,0.020686197515589744,0.008478059254720869,17,50025,20120602_223323_r2_scwa__hx,2012-06-02,154
2.0,0.00795048483996652,6.0,0.0,0.0003880075237248093,0.008338492363691332,0.002922709350438833,0.001116169604974176,17,50025,20120602_223323_r2_scwa__hx,2012-06-02,154
1.0,0.027700117614585903,6.0,0.0,0.0009591441485099497,0.028659261763095856,0.008302663285307378,0.003729373232830647,21,50051,20120708_232358_r2_scwa__hx,2012-07-08,190
2.0,0.006490538798971102,6.0,0.0,0.0003104978532064706,0.006801036652177572,0.00212396666478945,0.0008282845777109502,21,50051,20120708_232358_r2_scwa__hx,2012-07-08,190
1.0,0.08156377641716972,6.0,0.0,0.00040514202555641527,0.08196891844272614,0.01671132258618814,0.00932833888757557,3,50017,20120713_223754_r2_scwa__hh,2012-07-13,195
1.0,0.22220110619673505,6.0,0.0,0.000665235274937004,0.22286634147167203,0.029765486405780806,0.026282551029805642,7,50028,20120304_225853_r2_scwa__hx,2012-03-04,64
2.0,0.08406743267551063,6.0,0.0,0.0002184673212468624,0.0842858999967575,0.006057601274015952,0.006132585229132439,7,50028,20120304_225853_r2_scwa__hx,2012-03-04,64
1.0,0.2596442205831408,6.0,0.0,0.004014541395008564,0.26365876197814947,0.043444521355432524,0.021236069081070025,1,50005,20120630_221627_r2_scwa__hx,2012-06-30,182
2.0,0.023944511311128736,6.0,0.0,0.0005048445891588926,0.02444935590028763,0.004107062437913816,0.0018627135514299887,1,50005,20120630_221627_r2_scwa__hx,2012-06-30,182
1.0,0.07929584383964537,6.0,0.0,0.0009583681821823119,0.0802542120218277,0.017134381413651513,0.00817353112007487,5,50017,20120713_223754_r2_scwa__hh,2012-07-13,195
1.0,0.10228293990076051,6.0,0.0,0.00012465710460674018,0.1024075970053673,0.016321217692500608,0.01330417990441904,9,50048,20120717_222109_r2_scwa__hh,2012-07-17,199
1.0,0.23676896351389584,6.0,0.0,0.001967665972188115,0.238736629486084,0.04955335818262008,0.028777108889458843,7,50005,20120630_221627_r2_scwa__hx,2012-06-30,182
2.0,0.028966358222533017,6.0,0.0,0.0003962625632993877,0.0293626207858324,0.004506678290530038,0.0031884788734922375,7,50005,20120630_221627_r2_scwa__hx,2012-06-30,182
1.0,0.20729133981512857,6.0,0.0,0.000454271852504462,0.20774561166763303,0.0299963513408573,0.01987270862313949,1,50028,20120304_225853_r2_scwa__hx,2012-03-04,64
2.0,0.07125539850676431,6.0,0.0,0.0006168879917822777,0.0718722864985466,0.0057257036807906465,0.003767208813268257,1,50028,20120304_225853_r2_scwa__hx,2012-03-04,64
1.0,0.05950392011436634,6.0,0.0,0.000404712074669078,0.059908632189035416,0.007349300866084136,0.003970133244911382,11,50060,20120712_230701_r2_scwa__hh,2012-07-12,194
1.0,0.05216736759757623,6.0,0.0,0.0007511485018767416,0.052918516099452965,0.009538646213471,0.005039277750160384,13,50062,20120226_230304_r2_scwa__hx,2012-02-26,57
2.0,0.0070921689766692,6.0,0.0,0.0002138684940291569,0.007306037470698355,0.0021300069974230585,0.0008518591604185075,13,50062,20120226_230304_r2_scwa__hx,2012-02-26,57
1.0,0.12235008785501122,6.0,0.0,0.0035584806464612484,0.12590856850147247,0.03762973205080269,0.016081149399813314,7,50056,20120720_223340_r2_scwa__hh,2012-07-20,202
1.0,0.039712506113573916,6.0,0.0,0.0011370603460818527,0.040849566459655755,0.0106431164045379,0.004516947103106185,17,50060,20120331_231122_r2_scwa__hx,2012-03-31,91
2.0,0.006030455231666565,6.0,0.0,0.0002864273265004158,0.006316882558166982,0.002109070000184477,0.0007905867592207329,17,50060,20120331_231122_r2_scwa__hx,2012-03-31,91
1.0,0.040634376695379615,6.0,0.0,0.0016049130354076624,0.04223928973078728,0.009892498733060825,0.0041590300058867045,3,50062,20120712_230701_r2_scwa__hh,2012-07-12,194
1.0,0.08727499155793339,6.0,0.0,0.0008890250464901326,0.08816401660442352,0.010533693869338553,0.007882943699781765,,15,20120722_231534_r2_scwa__hh,2012-07-22,204
1.0,0.06547188945114613,6.0,0.0,0.0012422334402799606,0.06671412289142609,0.016311533901817183,0.007048467080919819,3,50065,20120616_222556_r2_scwa__hx,2012-06-16,168
2.0,0.007336550886975601,6.0,0.0,0.00025622543762438,0.007592776324599981,0.0026143327477271727,0.0009935603676059304,3,50065,20120616_222556_r2_scwa__hx,2012-06-16,168
1.0,0.16812406008830294,6.0,0.0,0.0006506341160275042,0.16877469420433042,0.018984321057593456,0.013918578829821088,7,50066,20120428_225406_r2_scwa__hx,2012-04-28,119
2.0,0.023905471272883005,6.0,0.0,0.00018921277660410846,0.024094684049487114,0.003420272843874879,0.0018110770545751481,7,50066,20120428_225406_r2_scwa__hx,2012-04-28,119
1.0,0.04949599876999855,6.0,0.0,0.001169878989458084,0.05066587775945664,0.01063804986187616,0.004479068247226119,1,50058,20120716_225023_r2_scwa__hh,2012-07-16,198
1.0,0.029962736240122467,6.0,0.0,0.0008329720585606992,0.03079570829868317,0.007804448399718112,0.0034285742943422795,17,50005,20120310_232349_r2_scwa__hx,2012-03-10,70
2.0,0.004920328588923439,6.0,0.0,0.000251520803431049,0.005171849392354488,0.0016197002871848245,0.0006271520178235732,17,50005,20120310_232349_r2_scwa__hx,2012-03-10,70
1.0,0.13565549696795642,6.0,0.0,0.0025360689032822843,0.1381915658712387,0.025773140533737072,0.01320701775611154,11,50025,20120602_223323_r2_scwa__hx,2012-06-02,154
2.0,0.011598674929700792,6.0,0.0,0.0003109850222244859,0.011909659951925276,0.002979977109875369,0.001240971604691023,11,50025,20120602_223323_r2_scwa__hx,2012-06-02,154
1.0,0.1557880511973053,6.0,0.0,0.0011695006396621464,0.15695755183696744,0.03264821221381634,0.019571654995208503,25,50006,20120616_222441_r2_scwa__hx,2012-06-16,168
2.0,0.010514600930036979,6.0,0.0,0.0002948951150756329,0.010809496045112608,0.002770285937977286,0.0012679036793361437,25,50006,20120616_222441_r2_scwa__hx,2012-06-16,168
1.0,0.028514730860479176,6.0,0.0,0.0012463916791602967,0.029761122539639476,0.008628115054852531,0.0035769145808981287,25,50042,20120512_224624_r2_scwa__hx,2012-05-12,133
2.0,0.004341073828982189,6.0,0.0,0.0002683628990780562,0.004609436728060246,0.0016256300542252953,0.0006076092604741139,25,50042,20120512_224624_r2_scwa__hx,2012-05-12,133
1.0,0.07306803381652571,6.0,0.0,0.00030208760290406644,0.07337012141942979,0.009421153868018952,0.0056003121935450425,,1,20120722_231534_r2_scwa__hh,2012-07-22,204
1.0,0.08810473972698674,6.0,0.0,0.00038611149648204446,0.0884908512234688,0.018296548545063202,0.009318063202489716,17,50053,20120720_223340_r2_scwa__hh,2012-07-20,202
1.0,0.08565754012670368,6.0,0.0,0.0017429782310500739,0.08740051835775374,0.018077917993455376,0.009028356502546896,5,50036,20120726_225846_r2_scwa__hh,2012-07-26,208
1.0,0.07716819422785193,6.0,0.0,0.0011625163024291394,0.07833071053028107,0.014368428026671284,0.008298866143705643,3,50070,20120414_230305_r2_scwa__hx,2012-04-14,105
2.0,0.012405443936586382,6.0,0.0,0.00018279347568750384,0.012588237412273884,0.002659649494601273,0.0011893000730653438,3,50070,20120414_230305_r2_scwa__hx,2012-04-14,105
1.0,0.10580426640808582,6.0,0.0,0.0028661917895078655,0.1086704581975937,0.03172763762543698,0.012908335643187982,1,50057,20120720_223340_r2_scwa__hh,2012-07-20,202
1.0,0.048753256211057305,6.0,0.0,0.001479776343330741,0.05023303255438805,0.012310307999489352,0.006075010556926193,1,50036,20120723_224613_r2_scwa__hh,2012-07-23,205
1.0,0.1004415708594024,6.0,0.0,0.004133414942771196,0.1045749858021736,0.027921465596068458,0.011771404973660428,1,50025,20120602_223323_r2_scwa__hx,2012-06-02,154
2.0,0.012982327840290964,6.0,0.0,0.0003549294779077171,0.013337257318198681,0.003292698213390258,0.0012878627535909278,1,50025,20120602_223323_r2_scwa__hx,2012-06-02,154
1.0,0.07470181887038052,6.0,0.0,0.0018334954511374237,0.07653531432151794,0.014562881371554738,0.006224187844266366,25,50010,20120415_223318_r2_scwa__hx,2012-04-15,106
2.0,0.005323921563103795,6.0,0.0,0.00031010550446808333,0.005634027067571878,0.00198552755491414,0.0007538747703520347,25,50010,20120415_223318_r2_scwa__hx,2012-04-15,106
1.0,0.1142172215040773,6.0,0.0,0.0013290422502905128,0.11554626375436786,0.013071565322779472,0.008132170130359986,9,50045,20120512_224624_r2_scwa__hx,2012-05-12,133
2.0,0.01082981756189838,6.0,0.0,0.00033233960857614875,0.011162157170474528,0.0024506227851295993,0.0010388511339095084,9,50045,20120512_224624_r2_scwa__hx,2012-05-12,133
1.0,0.21393683133646846,6.0,0.0,0.0012758118100464342,0.21521264314651486,0.02258677041379722,0.014617415234541947,1,50067,20120428_225406_r2_scwa__hx,2012-04-28,119
2.0,0.04764177196193486,6.0,0.0,0.0005084098083898426,0.04815018177032471,0.003279386701301157,0.002096372949174432,1,50067,20120428_225406_r2_scwa__hx,2012-04-28,119
